Latitude,Longitude,STATION_NAME,STATION_CODE,DIVISION,STATE,CATEGORY
27.1999565,73.7235568,NAGAUR,NGO,JODHPUR,RAJASTHAN,A
25.790989,73.3274227,PALI MARWAR,PMY,JODHPUR,RAJASTHAN,A
26.8734057,75.246083,PHULERA,FL,JAIPUR,RAJASTHAN,A
25.2055,73.1839,RANI,RN,AJMER,RAJASTHAN,A
29.9038399,73.8771901,SRI GANGANAGAR,SGNR,BIKANER,RAJASTHAN,A
29.3240874,73.9068429,SURATGARH,SOG,BIKANER,RAJASTHAN,A
24.5683573,73.6997892,UDAIPUR CITY,UDZ,AJMER,RAJASTHAN,A
27.2363645,77.4887574,BHARATPUR,BTE ,KOTA,RAJASTHAN,A
25.2138156,75.8647527,KOTA,KOTA,KOTA,RAJASTHAN,A
26.0190063,76.3574878,SAWAI MADHOPUR,SWM,KOTA,RAJASTHAN,A
24.9254191,74.6422184,CHITTORGARH JN.,COR,RATLAM,RAJASTHAN,A
13.0817771,79.668103,ARAKKONAM JN                       ,AJJ  ,MAS,TAMIL NADU,A
12.6938528,79.9807078,CHENGALPATTU JN.                   ,CGL  ,MAS,TAMIL NADU,A
10.353943,77.986084,DINDIGUL JN                        ,DG   ,MDU,TAMIL NADU,A
11.327928,77.7262636,ERODE JN                           ,ED   ,SA,TAMIL NADU,A
12.562827,78.5777084,JOLARPETTAI JN                    ,JTJ  ,MAS,TAMIL NADU,A
8.0874019,77.5494926,KANNIYAKUMARI                      ,CAPE ,TVC,TAMIL NADU,A
10.96565,78.0852424,KARUR JN.                          ,KRR  ,SA,TAMIL NADU,A
12.9722421,79.1384152,KATPADI                            ,KPD  ,MAS,TAMIL NADU,A
11.0318529,76.8908537,KOVILPATTI                         ,CVP  ,MDU,TAMIL NADU,A
10.9537233,79.3894913,KUMBAKONAM                         ,KMU  ,TPJ,TAMIL NADU,A
11.0957207,79.628505,MAYILADUTHURAI JN.                 ,MV   ,TPJ,TAMIL NADU,A
11.2987049,76.935554,METTUPALAIYAM                      ,MTP  ,SA,TAMIL NADU,A
8.1746848,77.4440221,NAGERCOIL JN                       ,NCJ  ,TVC,TAMIL NADU,A
9.2813314,79.3062391,RAMESWARAM                         ,RMM  ,MDU,TAMIL NADU,A
11.6702698,78.113323,SALEM JN                           ,SA   ,SA,TAMIL NADU,A
12.9256641,80.1174315,TAMBARAM                           ,TBM  ,MAS,TAMIL NADU,A
10.7777896,79.1397246,THANJAVUR JN                       ,TJ   ,TPJ,TAMIL NADU,A
10.7947068,78.6848465,TIRUCHCHIRAPPALLI JN               ,TPJ  ,TPJ,TAMIL NADU,A
8.7313945,77.7082141,TIRUNELVELI JN                     ,TEN  ,MDU,TAMIL NADU,A
11.1085658,77.3397525,TIRUPPUR                           ,TUP  ,SA,TAMIL NADU,A
8.7641661,78.1348361,TUTICORIN                          ,TN   ,MDU,TAMIL NADU,A
11.941794,79.4991613,VILLUPURAM JN.                     ,VM   ,TPJ,TAMIL NADU,A
9.5947945,77.9574701,VIRUDHUNAGAR JN                    ,VPT  ,MDU,TAMIL NADU,A
27.1825717,78.0182266,AGRA FORT,AF,AGC,UTTAR PRADESH,A
27.8890473,78.0749473,ALIGARH,ALJN,ALD,UTTAR PRADESH,A
25.4796224,80.3380213,BANDA,BNDA,JHS,UTTAR PRADESH,A
25.2157049,80.9212199,CHITRAKUTDHAM KARWI,CKTD,JHS,UTTAR PRADESH,A
26.78974,79.024325,ETAWAH,ETW,ALD,UTTAR PRADESH,A
25.9171374,80.8018264,FATEHPUR,FTP,ALD,UTTAR PRADESH,A
24.688036,78.3956874,LALITPUR,LAR,JHS,UTTAR PRADESH,A
25.3065764,79.8481992,MAHOBA,MBA,JHS,UTTAR PRADESH,A
25.1350292,82.5691155,MIRZAPUR,MZP,ALD,UTTAR PRADESH,A
26.00864,79.4478858,ORAI,ORAI,JHS,UTTAR PRADESH,A
26.632223,79.554192,PHAPHUND,PHD,ALD,UTTAR PRADESH,A
27.1940705,77.9968827,RAJA KI MANDI,RKM,AGC,UTTAR PRADESH,A
27.2079996,78.2332144,TUNDLA,TDL,ALD,UTTAR PRADESH,A
26.2684414,83.0079371,AZAMGARH,AMH,VARANASI,UTTAR PRADESH,A
25.759312,84.148358,BALLIA,BUI,VARANASI,UTTAR PRADESH,A
26.8154012,82.7691451,BASTI,BST,LUCKNOW,UTTAR PRADESH,A
26.1208678,83.8413737,BELTHARA ROAD,BLTR,VARANASI,UTTAR PRADESH,A
26.5079598,83.781991,DEORIA SADAR,DEOS,VARANASI,UTTAR PRADESH,A
27.1542838,81.977077,GONDA JN.,GD,LUCKNOW,UTTAR PRADESH,A
26.7749002,83.0554346,KHALILABAD,KLD,LUCKNOW,UTTAR PRADESH,A
25.9394323,83.5638069,MAU JN.,MAU,VARANASI,UTTAR PRADESH,A
26.4292167,82.5400585,AKBAR PUR,ABP,LKO,UTTAR PRADESH,A
26.7883668,82.2008554,AYODHYA,AY,LKO,UTTAR PRADESH,A
26.9264382,81.1967805,BARABANKI,BBK,LKO,UTTAR PRADESH,A
25.3129699,82.5598526,BHADOHI,BOY,LKO,UTTAR PRADESH,A
28.5309531,78.7347464,CHANDAUSI,CH,MB,UTTAR PRADESH,A
26.7686913,82.1357189,FAIZABAD,FD,LKO,UTTAR PRADESH,A
28.6530862,77.4279899,GHAZIABAD,GZB,DLI,UTTAR PRADESH,A
28.7391406,77.7787244,HAPUR,HPU,MB,UTTAR PRADESH,A
27.383282,80.137523,HARDOI,HRI,MB,UTTAR PRADESH,A
26.8467088,80.9461592,JANGHAI,JNH,LKO,UTTAR PRADESH,A
25.7614209,82.6992568,JAUNPUR,JNU,LKO,UTTAR PRADESH,A
28.9788255,77.6749497,MEERUT CANTT.,MUT,DLI,UTTAR PRADESH,A
28.9788255,77.6749497,MEERUT CITY,MTC,DLI,UTTAR PRADESH,A
28.8322051,78.7659053,MORADABAD,MB,MB,UTTAR PRADESH,A
29.469885,77.7080937,MUZAFFARNAGAR,MOZ,DLI,UTTAR PRADESH,A
25.9078949,81.9935614,PARTAPGARH,PBH,LKO,UTTAR PRADESH,A
26.232205,81.2391027,RAE - BARELI JN.,RBL,LKO,UTTAR PRADESH,A
28.778683,79.023352,RAMPUR,RMU,MB,UTTAR PRADESH,A
29.9615391,77.5404449,SAHARANPUR JN.,SRE,UMB,UTTAR PRADESH,A
26.061245,82.67989,SHAHGANJ,SHG,LKO,UTTAR PRADESH,A
27.8931025,79.9062256,SHAHJAHANPUR ,SPN,MB,UTTAR PRADESH,A
26.2646191,82.0670772,SULTANPUR,SLN,LKO,UTTAR PRADESH,A
26.5393449,80.4878195,UNNAO,ON,LKO,UTTAR PRADESH,A
29.2669016,79.5468212,KATHGODAM,KGM,IZZATNAGAR,UTTARAKHAND,A
28.9694226,79.3799048,RUDRAPUR CITY,RUPC,IZZATNAGAR,UTTARAKHAND,A
29.2285351,78.9633368,ROORKEE,RK,MB,UTTARAKHAND,A
23.6911108,86.975235,ASANSOL ,ASN,ASN,WEST BENGAL,A
22.9227893,88.3776967,BANDEL,BDC,HWH,WEST BENGAL,A
23.2501893,87.8696314,BARDDHAMAN,BWN,HWH,WEST BENGAL,A
23.4954888,87.3174726,DURGAPUR ,DGR,ASN,WEST BENGAL,A
22.6015708,88.3838168,KOLKATA TERMINAL,KOAA,SDAH,WEST BENGAL,A
25.0161199,88.1305043,MALDA TOWN ,MLDT,MLDT,WEST BENGAL,A
22.8870634,88.4175159,NAIHATI JN.,NH,SDAH,WEST BENGAL,A
24.7943155,87.9156455,NEW FARAKKA ,NFK,MLDT,WEST BENGAL,A
24.179347,87.782021,RAMPURHAT ,RPH,HWH,WEST BENGAL,A
26.5237318,89.5341347,ALIPURDUAR JUNCTION,APDJ,APDJ,WEST BENGAL,A
26.3186608,89.4560574,COOCHBEHAR,COB,APDJ,WEST BENGAL,A
26.4837022,89.5408808,NEW ALIPURDUAR,NOQ,APDJ,WEST BENGAL,A
26.352816,89.4689401,NEW COOCHBEHAR,NCB,APDJ,WEST BENGAL,A
26.7235148,88.414031,SILIGURI JN,SGUJ,KIR,WEST BENGAL,A
21.6266172,87.5074315,DIGHA,DGHA,KGP,WEST BENGAL,A
22.5563762,88.3148574,SHALIMAR,SHM,KGP,WEST BENGAL,A
22.6210274,88.3928183,DUM DUM,KDMI,NA,WEST BENGAL,A
22.5649419,88.3516987,ESPLANADE,KESP,NA,WEST BENGAL,A
